CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,COMPLAINT,ADDRESS,COUNCILDISTRICT,LOCATION,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes
2020 065895-CC,COVID-19,Restaurant,Over Occupancy,,,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19TORCHY TACOSI regularly walk my dog on South Congress and repeatedly had to walk into the street to avoid customers at Torchy's Tacos. Many are sitting around near the cash register.,1822 S CONGRESS AVENUE,9,POINT (-97.75159645 30.24542257),9,9,10,42,217,75
2020 071192-CC,COVID-19,Other,Eviction,,,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,COVID-19/Education Provided,,6407 SPRINGDALE ROAD UNIT  9202,1,POINT (-97.66943527 30.30642784),1,19,8,48,309,33
2020 061953-CC,COVID-19,Residential,Social Distancing,,,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Not Practicing Social Distancing/No PPE,2425 E RIVERSIDE DRIVE,3,POINT (-97.72493098 30.23532372),3,8,3,64,309,55
2020 060752-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 COMPLAINT - Report Social Distancing/Over OccupancyCONSTRUCTION SITE,1715 GUADALUPE STREET,9,POINT (-97.7417464 30.28029596),9,52,10,60,217,24
2020 095858-CC,COVID-19,Other,Face-Covering,,,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,Closed due to Voluntary Compliance,COVID19Face MaskLifetime Fitness,7101 S MOPAC EXPRESSWAY NB UNIT  P6,8,POINT (-97.83994963 30.21641699),8,38,2,,62,53
2020 047704-CC,COVID-19,Other,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,ASHLEY FURNITURE COVID19 OVERCROWDING,9900 S IH 35 SVRD SB,5,POINT (-97.79235894 30.15613585),5,37,1,,329,22
2020 075475-CC,COVID-19,Restaurant,Over Occupancy,,,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY/SOCIAL DISTANCING,7100 N IH 35 SVRD SB,4,POINT (-97.70517446 30.33219936),4,40,9,43,217,3
2020 065093-CC,COVID-19,Other,Social Distancing,,,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,HEB at Tech Ridge-Not Practicing Social Distancing,500 CANYON RIDGE DRIVE,7,POINT (-97.67189477 30.40526619),7,47,7,,217,78
2020 057761-CC,COVID-19,Construction,Non-essential Business,Non-Referral,,04/10/2020 12:00:00 AM,04/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Construction Site,200 W 6TH STREET,9,POINT (-97.74435239 30.26873045),9,52,10,60,217,24
2020 058064-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCYOPEN FOR BUSNESS,4200 BROOKVIEW ROAD,9,POINT (-97.71023855 30.29666457),9,11,10,63,309,74
2020 071260-CC,COVID-19,Parks,Social Distancing,,,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,COVID-19/Education Provided,SR #: 20-00179849,12201 EMERALD OAKS DRIVE,8,POINT (-97.85798336 30.15342408),8,35,2,,101,10
2020 065142-CC,COVID-19,Parks,Social Distancing,,,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19Morris Williams Golf Courseno social distancing,3851 MANOR ROAD,1,POINT (-97.69430433 30.28936107),1,19,8,67,309,33
2020 047510-CC,COVID-19,Other,Other,,,03/19/2020 12:00:00 AM,03/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"COVID 19Maximus Company, was told that someone was tested positive for the covid but still having there 200 plus employees work in the building",3501 ED BLUESTEIN BOULEVARD NB,1,POINT (-97.66721242 30.27570254),1,29,8,15,309,11
2020 047434-CC,COVID-19,Other,Over Occupancy,,,03/19/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 Austin Country Flea Mart,AUSTIN COUNTRY FLEA MART,,POINT (-88.448709 24.923983),,,,,,
2020 064927-CC,COVID-19,Residential,Over Occupancy,,,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,406 KENNISTON DRIVE,4,POINT (-97.71466069 30.33417769),4,40,9,77,217,3
2020 078832-CC,COVID-19,Other,Social Distancing,,,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19BUSINESS: The LodgeCOMMENT: The Lodge are not following social distancing rules; transferred to 911,411 E 6TH STREET UNIT  B,9,POINT (-97.73891157 30.26671183),9,52,10,60,524,24
2020 061609-CC,COVID-19,Parks,Social Distancing,,,04/17/2020 12:00:00 AM,04/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 Social Distancing,701 ST ELMO ST,,POINT (-88.448709 24.923983),,,,,,
2020 057627-CC,COVID-19,Restaurant,Over Occupancy,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OPEN BUSINESS,9505 BURNET ROAD,7,POINT (-97.72461619 30.37860917),7,22,7,45,217,18
2020 094414-CC,COVID-19,Other,Face-Covering,,,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19Face Covering Non-ComplianceEmancipet,5801 AINEZ DRIVE,2,POINT (-97.73822222 30.18683439),2,25,4,61,484,20
2020 058208-CC,COVID-19,Residential,Social Distancing,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY/PARTY,707 CARPENTER AVENUE,4,POINT (-97.69935841 30.35776775),4,47,9,54,63,78
2020 047237-CC,COVID-19,Other,Over Occupancy,,,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,EOC - SR # 20-00102001 OVER OCCUPANCY  COVID19,1015 NORWOOD PARK BOULEVARD UNIT  100,4,POINT (-97.69358179 30.33924496),4,40,9,17,63,78
2020 061318-CC,COVID-19,Other,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 DOMAIN APARTMENTS-NOT PRACTICING SOCIAL DISTANCE,3000 KRAMER LANE,7,POINT (-97.72323289 30.39665613),7,22,7,45,217,18
2020 075483-CC,COVID-19,Residential,Social Distancing,,,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,COVID-19/Education Provided,"Public Area (Park, Street, etc.)8811 CULLEN LNreceived via APD Teleserve--192981--350 people at above location / covid19 gathering violation",8811 CULLEN LANE,2,POINT (-97.78968182 30.17189137),2,5,4,,329,22
2020 051792-CC,COVID-19,Construction,Social Distancing,Non-Referral,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19,701 RIO GRANDE STREET,9,POINT (-97.74871365 30.27108004),9,52,10,60,217,24
2020 052821-CC,COVID-19,Residential,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 Overcrowding; 1500-1600 block Alta Vista AVE; front yard party with over 20 people -yellow house,1603 ALTA VISTA AVENUE,9,POINT (-97.7426235 30.24475186),9,9,10,49,217,75
2020 058474-CC,COVID-19,Residential,Social Distancing,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,Closed/Duplicate Case,COVID-19 SR #: 20-00142610,2516 SPRING LANE,10,POINT (-97.76589112 30.29887996),10,26,5,6,126,69
2020 070741-CC,COVID-19,Schools,Social Distancing,,,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19SOCIAL DISTANCING CHILDREN,,,POINT (-88.448709 24.923983),,,,,,
2020 065870-CC,COVID-19,Other,Social Distancing,,,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19TOTAL HEALTHNot Practicing Social Distancing,2209 PASADENA DRIVE,7,POINT (-97.7343883 30.3487446),7,3,7,89,217,16
2020 048219-CC,COVID-19,Other,Over Occupancy,,,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,944 PAYTON GIN ROAD,4,POINT (-97.70398864 30.35972201),4,22,9,16,63,18
2020 061741-CC,COVID-19,Residential,Social Distancing,,,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCY/SOCIAL GATHERING,8601 ZYLE ROAD,,POINT (-97.92633586 30.19985443),,34,,,120,40
2020 075600-CC,COVID-19,Parks,Social Distancing,,,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,Closed/Duplicate Case,"Public Area (Park, Street, etc.)received via apd teleserve--194315--approx. 30 people playing basketball at springfield dr and janes ranch rd",7408 JANES RANCH ROAD,,POINT (-97.73103333 30.16350087),2,25,4,,484,20
2020 058482-CC,COVID-19,Other,Other,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,11300 N LAMAR BOULEVARD,7,POINT (-97.68668089 30.38268376),7,22,7,,217,18
2020 095690-CC,COVID-19,Other,Face-Covering,,,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19Face MaskGolds Gym,235 CANYON RIDGE DRIVE,7,POINT (-97.67045296 30.40132998),7,47,7,,217,78
2020 052858-CC,COVID-19,Other,Over Occupancy,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 OVER OCCUPANCY,6800 BERKMAN DRIVE,1,POINT (-97.69043473 30.32028329),1,19,8,84,309,33
2020 058421-CC,COVID-19,Residential,Social Distancing,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 SR #: 20-00142399,2604 ALDRICH STREET UNIT  110,9,POINT (-97.7015693 30.3041685),9,19,10,38,309,33
2020 078768-CC,COVID-19,Other,Social Distancing,,,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19...social distancing / over occupancySki Shores,1608 BARTON SPRINGS ROAD,5,POINT (-97.7617312 30.26242265),5,9,1,2,217,75
2020 053760-CC,COVID-19,Parks,Social Distancing,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,COVID-19/Education Provided,SR 20-00126768COVID-19,6301 W SLAUGHTER LANE,8,POINT (-97.8855134 30.20229131),8,34,2,,531,10
2020 058181-CC,COVID-19,Residential,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,1110 FLORADALE DRIVE,1,POINT (-97.67515998 30.36311305),1,47,8,87,217,78
2020 053742-CC,COVID-19,Residential,Social Distancing,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SR-20-00126674OVER OCCUPANCYCOVID-19,14745 MERRILLTOWN DRIVE,,POINT (-97.69322427 30.44920721),,28,,,540,48
2020 062486-CC,COVID-19,Residential,Social Distancing,,,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19...not social distancing,1108 LILY TERRACE,3,POINT (-97.70243274 30.23404247),3,8,3,46,365,55
2020 047594-CC,COVID-19,Other,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 CHECK,3300 SERVICE RD IH 35,,POINT (-88.448709 24.923983),,,,,,
2020 055169-CC,COVID-19,Parks,Social Distancing,,,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19Davis White Northeast District ParkReport Over Occupancy at Business or Gathering,6705 CRYSTALBROOK DRIVE,1,POINT (-97.65313065 30.30342609),1,46,8,,309,8
2020 075613-CC,COVID-19,Schools,Social Distancing,,,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"Public Area (Park, Street, etc.)Wooldridge Elementarycaller would like to report a gathering of 50 or more people at Wooldridge elementary playing soccer",1412 NORSEMAN TERRACE,4,POINT (-97.71000997 30.36484823),4,22,9,16,63,18
2020 052577-CC,COVID-19,Residential,Social Distancing,,,03/30/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID Overcrowding; Neighborhood Gathering with famlies and children.,3300 BLK SILVERLEAF DR,,POINT (-88.448709 24.923983),,,,,,
2020 061815-CC,COVID-19,Residential,Social Distancing,,,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SOCIAL DISTANCING,10000 N LAMAR BOULEVARD,4,POINT (-97.69510501 30.36926216),4,47,9,16,217,18
2020 053211-CC,COVID-19,Parks,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy,1213 SHOAL CREEK BOULEVARD,9,POINT (-97.74981977 30.27707882),9,52,10,60,217,24
2020 057071-CC,COVID-19,Residential,Social Distancing,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,over occupancy-Residential gathering,5209 KNIGHT CIRCLE,4,POINT (-97.69814825 30.30620306),4,19,9,84,309,33
2020 061295-CC,COVID-19,Residential,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19RESIDENTIAL -GATHERING- HOUSE PARTY,2814 GONZALES STREET,3,POINT (-97.70858536 30.26018152),3,7,3,29,309,1
2020 053462-CC,COVID-19,Other,Over Occupancy,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"(in reference to SR# 20-00125774)-too many workers, Over occupancyCOVID-19",1821 RUTHERFORD LANE,1,POINT (-97.68053423 30.33109158),1,50,8,,217,77
2020 047347-CC,COVID-19,Other,Over Occupancy,,,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 EOC OVER OCCUPANCY,825 RUNDBERG,,POINT (-88.448709 24.923983),,,,,,
2020 048239-CC,COVID-19,Restaurant,Over Occupancy,,,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,500 W WILLIAM CANNON DRIVE,2,POINT (-97.78510956 30.19654416),2,5,4,1,373,23
2020 052684-CC,COVID-19,Residential,Social Distancing,,,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy house party,1006 SPEER LANE,2,POINT (-97.79094839 30.20299415),2,5,4,65,373,23
2020 065877-CC,COVID-19,Parks,Over Occupancy,,,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19 Caller is part of the HOA for Vista Point. Caller is reporting a group of 15 people playing basketball at her neighborhood park. Caller wanting to report them for not social distancing and violating city order. Caller wishes to remain anonymous.,7408 JANES RANCH ROAD,2,POINT (-97.73204163 30.16124504),2,25,4,,484,20
2020 080427-CC,COVID-19,Residential,Eviction,,,05/28/2020 12:00:00 AM,06/01/2020 12:00:00 AM,COVID-19/Education Provided,COVID19EVICTIONSR # 20-00209452,1100 REINLI STREET,4,POINT (-97.70333256 30.31702006),4,19,9,84,309,33
2020 061688-CC,COVID-19,Residential,Social Distancing,,,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19SOCIAL DISTANCING,8916 STAMBOURNE STREET,2,POINT (-97.73984931 30.14776158),2,36,4,,484,4
2020 057494-CC,COVID-19,Parks,Social Distancing,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19not practicing social distancing at park/bbq,6705 CRYSTALBROOK DRIVE,1,POINT (-97.65313065 30.30342609),1,46,8,,309,8
2020 063904-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 construction site not social distancing and not wearing masks,1101 BARTON SPRINGS ROAD,9,POINT (-97.75584804 30.26022771),9,9,10,42,217,75
2020 083859-CC,COVID-19,Other,Social Distancing,,,06/03/2020 12:00:00 AM,06/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"COVID 19caller stated that this place no one is taking the precautions or even taking the test seems like everyone may have the virus , company doesn't sent anyone to get tested",4300 NIXON LANE,1,POINT (-97.65242048 30.27208843),1,29,8,,309,11
2020 061674-CC,COVID-19,Residential,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCPANCY,7635 GUADALUPE STREET,4,POINT (-97.71128739 30.34308658),4,40,9,86,217,3
2020 092248-CC,COVID-19,Other,Social Distancing,,,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19...no social distancing no maskThe Range,8301 S IH 35 SVRD NB,,POINT (-97.7805364 30.17241364),,25,,,484,20
2020 061758-CC,COVID-19,Other,Social Distancing,,,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,COVID-19/Education Provided,SOCIAL DISTANCING,2500 E 7TH STREET,3,POINT (-97.71340002 30.26115743),3,7,3,29,309,1
2020 053196-CC,COVID-19,Parks,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy,2200 BERKELEY AVENUE,5,POINT (-97.80621969 30.21010616),5,5,1,83,373,23
2020 065290-CC,COVID-19,Other,Eviction,,,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,COVID-19/Education Provided,"COVID-19  SR # 20-0159419, 311 Referral",5214 BURLESON ROAD UNIT  101,2,POINT (-97.72666575 30.21107755),2,25,4,61,484,20
2020 061863-CC,COVID-19,Restaurant,Face-Covering,,,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Taco Carvillo Truck-Not Practicing Social Distancing/ No PPE,705-1/2 MASTERSON PASS,4,POINT (-97.69199267 30.37081482),4,47,9,51,217,78
2020 052881-CC,COVID-19,Parks,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID Overcrowding; Battle Bend Park - at Sheridan Ave and Suburban  Basketball Court,BATTLE BEND PARK - AT SHERIDAN AVE AND SUBURBAN,,POINT (-88.448709 24.923983),,,,,,
2020 057472-CC,COVID-19,Parks,Social Distancing,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 golf course 5pm-7pm-social distancing,811 E 41ST STREET,9,POINT (-97.72358219 30.30018187),9,6,10,50,217,65
2020 052205-CC,COVID-19,Residential,Social Distancing,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19 HOUSE PARTY,1311 SOUTHPORT DRIVE,3,POINT (-97.77612785 30.23264437),3,9,3,22,441,75
2020 053824-CC,COVID-19,Parks,Social Distancing,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,SR 20-00127275COVID 19,201 W 30TH STREET,9,POINT (-97.73864494 30.2946975),9,43,10,19,217,50
2020 061269-CC,COVID-19,Other,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19Walmart COVID 19 Social Distancing,12900 N IH 35 SVRD SB,7,POINT (-97.6756893 30.41358192),7,47,7,,540,78
2020 051778-CC,COVID-19,Restaurant,Over Occupancy,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19,6528 N LAMAR BOULEVARD,7,POINT (-97.72188788 30.3337072),7,3,7,25,217,16
2020 070381-CC,COVID-19,Parks,Over Occupancy,,,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19PARD: Givens Neighborhood District Park (@ the recreation center)Comments:Caller is reporting over 100 people at the recreation center.,3811 E 12TH STREET,1,POINT (-97.69033868 30.27676938),1,4,8,81,309,62
2020 062263-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Commercial Construction Site-Not Practicing Social Distancing/ Over Occ.,300 S CONGRESS AVENUE,9,POINT (-97.74677281 30.25854611),9,9,10,42,217,75
2020 057611-CC,COVID-19,Other,Non-essential Business,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19BUSINESS OPEN,8557 RESEARCH BLVD SVRD NB UNIT  106,4,POINT (-97.71576241 30.36097223),4,22,9,16,63,18
2020 065385-CC,COVID-19,Restaurant,Eviction,,,04/27/2020 12:00:00 AM,04/28/2020 12:00:00 AM,COVID-19/Education Provided,"SR # 20-00158072, 311 referral, COVID eviction",2515 E CESAR CHAVEZ STREET,3,POINT (-97.71567343 30.25379243),3,7,3,66,309,1
2020 066825-CC,COVID-19,Other,Social Distancing,,,04/29/2020 12:00:00 AM,04/30/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Daycare-Report Social Distancing/Over Occupancy,1710 RICHCREEK ROAD,7,POINT (-97.72709835 30.34730277),7,3,7,89,217,16
2020 053229-CC,COVID-19,Churches,Over Occupancy,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy,1500 E 51ST STREET,4,POINT (-97.70223007 30.30580592),4,19,9,84,309,33
2020 052799-CC,COVID-19,Residential,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 OVER OCCUPANCY,2005 WILLOW CREEK DRIVE,3,POINT (-97.72860816 30.23205262),3,8,3,64,309,55
2020 058544-CC,COVID-19,Residential,Other,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,COVID-19,1701 BARCLAY DRIVE,8,POINT (-97.8251537 30.27580042),8,10,2,,179,29
2020 047929-CC,COVID-19,Restaurant,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,STARBUCKS COVID OVERCROWDING,3706 GUADALUPE STREET,9,POINT (-97.73862458 30.30250506),9,43,10,82,217,50
2020 053224-CC,COVID-19,Schools,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy,12900 TIERRA GRANDE TRAIL,,POINT (-97.91703476 30.34600857),,15,,,540,21
2020 055530-CC,COVID-19,Residential,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Residential Gathering-Not Practicing Social Distancing,6600 ESTANA LANE,8,POINT (-97.9052705 30.17966018),8,35,2,,531,10
2020 053256-CC,COVID-19,Other,Over Occupancy,,,03/31/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy,11149 RESEARCH BLVD SVRD NB,7,POINT (-97.74433469 30.40726707),7,51,7,,540,58
2020 064914-CC,COVID-19,Residential,Over Occupancy,,,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,8800 BRIDGEPORT DRIVE,4,POINT (-97.70207715 30.35771079),4,22,9,16,63,18
